a,b,aggr
803,186,66
550,182,565
334,155,676
512,223,93
635,94,208
622,168,398
772,127,167
352,186,209
573,143,786
613,175,418
149,98,73
381,159,454
766,192,61
507,92,853
546,93,667
689,140,522
580,171,499
507,129,1101
272,104,297
262,149,358
246,90,210
274,127,318
766,83,107
457,132,746
636,113,525
501,92,676
661,177,291
772,68,225
386,172,350
311,96,131
534,98,895
653,36,55
434,98,606
545,108,935
226,134,176
603,164,573
295,96,382
272,112,274
802,217,28
455,169,836
838,142,273
547,116,875
233,64,90
586,161,624
778,101,164
299,54,233
484,140,807
522,132,832
274,76,104
806,140,159
786,112,181
269,153,230
557,96,530
450,61,189
477,200,53
483,132,1000
702,186,209
797,132,412
571,135,722
407,208,109
473,154,482
437,31,29
427,165,480
338,98,621
812,165,147
694,169,301
424,223,177
297,125,324
710,146,431
644,197,82
189,149,103
551,163,298
428,157,558
699,122,352
438,89,526
769,113,134
257,195,94
378,152,393
770,46,73
562,208,223
383,100,324
246,215,43
359,113,483
483,114,630
348,70,134
664,122,286
377,134,1045
478,132,834
361,168,278
569,178,326
738,180,152
321,135,210
765,199,169
608,145,681
672,120,246
506,183,599
912,135,140
269,121,612
685,114,383
567,133,568
388,66,166
697,125,310
124,173,61
270,135,358
432,129,781
717,129,299
251,56,117
786,85,61
40,176,40
568,122,684
784,155,206
316,130,434
580,27,51
584,154,748
557,122,969
394,217,86
567,131,546
504,69,406
759,142,337
795,104,182
673,139,684
525,197,366
536,134,709
408,95,774
668,117,614
718,199,222
472,118,744
69,105,92
219,171,205
542,164,345
444,114,733
749,191,182
575,99,634
396,189,232
520,146,619
76,154,17
560,122,235
84,121,67
689,189,176
394,164,370
613,75,401
798,208,112
663,92,507
367,90,720
135,131,68
551,136,652
772,88,201
345,92,511
462,105,740
456,181,572
602,30,32
459,173,395
738,146,308
393,170,582
692,152,147
562,111,539
263,43,103
602,150,688
242,68,100
459,155,837
886,106,96
483,182,436
311,129,480
625,205,68
809,157,269
482,65,342
496,137,708
500,105,818
285,178,377
561,137,907
549,161,832
329,168,438
354,211,221
213,122,261
548,131,706
810,107,193
693,178,289
616,134,1101
226,129,155
476,185,628
294,143,350
693,108,335
297,171,204
667,101,312
508,70,300
505,180,300
412,239,51
439,183,245
413,187,308
181,67,64
805,95,243
707,139,537
432,157,552
401,137,536
198,152,144
277,58,46
861,151,165
701,52,105
554,221,56
421,120,796
572,172,512
181,118,132
822,132,93
498,106,639
434,71,231
291,188,177
428,143,546
391,104,718
856,153,86
736,132,468
588,166,428
559,168,755
503,122,733
299,112,640
584,57,168
550,137,768
382,158,483
114,54,56
713,25,73
538,137,1066
574,199,290
512,152,763
540,111,646
607,221,86
725,208,12
469,82,633
255,154,216
631,207,275
413,177,326
560,142,925
892,106,83
244,92,141
461,141,637
700,212,173
751,143,317
728,85,98
759,135,177
887,102,251
413,185,529
623,120,844
370,119,754
328,141,470
661,27,26
752,93,263
507,81,194
425,222,79
415,123,578
312,124,319
509,152,748
857,139,167
707,152,358
787,169,110
545,191,397
737,148,283
776,154,184
532,166,496
346,44,148
472,156,408
497,119,586
294,96,399
410,97,414
342,117,464
617,121,707
748,169,231
773,75,285
584,99,514
525,144,653
393,154,676
283,112,222
612,152,391
474,141,1090
357,100,255
397,132,832
563,63,263
346,191,152
394,43,211
606,198,129
239,131,237
256,196,181
432,137,1071
429,175,534
262,175,95
451,69,402
555,120,776
666,120,485
696,206,223
551,52,185
654,164,413
477,87,469
375,219,65
415,92,467
744,158,286
374,206,92
612,226,131
444,59,250
583,218,44
482,189,187
594,70,266
664,98,461
440,155,504
601,94,815
345,94,336
426,53,62
562,144,639
537,82,363
664,138,759
91,-2,44
704,95,236
472,69,282
679,153,281
260,79,294
421,121,878
881,91,12
609,183,365
605,150,685
599,105,907
840,106,300
293,169,167
441,179,580
555,107,701
485,207,144
838,47,38
258,115,349
334,88,418
164,110,71
385,196,202
555,202,283
316,67,150
708,45,151
895,128,82
551,124,758
415,83,622
792,164,37
611,219,99
469,116,414
145,87,64
625,187,314
558,103,737
706,192,244
467,119,765
242,82,381
506,160,479
490,47,124
604,77,230
348,64,177
662,97,363
721,182,233
246,196,106
470,46,120
938,89,93
694,155,533
382,94,497
519,247,39
331,144,744
677,35,36
668,181,192
756,160,81
855,96,104
638,72,271
595,166,656
632,137,829
648,85,238
649,118,669
336,88,499
784,125,200
871,116,65
627,126,703
401,172,434
527,221,136
305,145,406
263,72,46
572,117,877
686,213,39
658,47,89
158,82,75
450,125,511
673,141,700
499,133,1128
465,133,778
565,98,723
294,139,514
827,95,33
512,69,422
406,78,186
436,170,440
346,115,731
709,162,197
817,182,167
737,232,51
756,49,78
452,85,814
364,133,645
762,124,167
463,183,496
276,154,391
280,158,193
564,164,674
200,74,71
849,121,124
371,47,78
200,99,48
367,117,723
470,136,869
648,86,460
190,158,74
527,83,502
292,143,209
807,155,91
391,157,696
419,107,590
228,147,114
567,165,478
753,99,202
908,115,214
638,73,156
608,52,223
679,135,618
449,123,1309
404,76,316
424,103,717
435,129,722
475,202,310
560,210,258
684,0,12
128,159,43
452,152,533
772,159,148
834,145,273
504,96,557
341,154,429
707,176,278
426,127,904
446,128,492
836,187,77
444,95,495
351,187,321
541,174,371
491,77,315
626,118,487
588,122,1088
496,181,395
979,122,49
874,122,392
599,188,189
453,196,231
760,96,439
592,194,221
80,85,42
576,36,85
806,114,120
538,181,571
194,122,224
222,126,334
665,86,287
536,56,224
424,126,501
278,114,336
586,177,267
774,122,385
483,98,1191
566,115,540
360,214,40
676,162,463
57,143,132
694,62,274
200,115,193
450,105,957
449,95,687
220,138,403
673,159,744
620,169,218
651,114,659
288,160,409
709,230,96
229,138,219
491,116,851
449,67,314
757,114,170
236,164,137
786,78,52
827,125,129
438,191,177
695,135,370
407,139,499
382,160,470
380,177,82
710,103,355
658,53,271
665,125,808
650,131,436
733,104,191
564,92,785
377,191,271
499,56,85
305,126,251
374,160,499
591,86,650
804,67,12
642,189,403
544,207,317
385,139,846
337,147,433
420,170,557
-25,131,31
506,103,641
474,58,446
221,141,259
392,114,552
173,60,97
221,122,183
684,135,866
473,196,215
488,51,21
937,182,17
588,60,202
100,136,120
423,88,479
607,69,212
610,37,146
722,130,330
535,151,380
516,117,709
577,94,702
344,154,418
927,158,96
321,77,250
488,190,277
663,110,462
486,114,644
349,127,633
488,124,745
59,52,52
756,182,145
647,212,45
788,216,100
399,108,619
592,95,835
600,181,342
521,206,327
878,182,72
590,153,811
636,110,610
344,191,299
776,127,292
445,78,224
624,111,580
867,106,31
582,96,539
435,97,598
348,164,263
535,147,1095
511,152,403
562,126,766
675,162,509
779,94,185
479,140,782
568,124,920
531,107,803
244,158,305
178,108,205
453,36,88
771,154,94
267,139,468
570,184,375
403,168,445
561,56,126
467,67,326
338,101,343
689,86,102
764,228,40
879,161,50
608,92,718
772,89,233
860,157,128
315,156,302
294,186,55
394,134,943
558,127,813
561,46,127
669,100,448
468,141,818
683,186,434
489,154,350
163,64,56
522,165,839
381,135,700
462,168,358
306,95,247
198,131,321
301,139,432
561,151,703
449,96,849
322,151,527
377,56,344
440,121,933
675,151,637
628,159,572
411,139,596
512,141,835
453,124,916
384,209,58
523,12,63
359,108,802
600,184,183
225,111,170
554,132,690
314,112,638
637,129,756
362,124,531
112,130,74
527,149,767
807,240,64
716,160,273
543,84,435
167,227,80
763,153,53
553,161,709
514,138,605
711,135,440
726,161,463
653,160,480
266,190,103
424,109,477
282,133,201
714,65,277
281,11,38
338,62,361
383,128,616
895,110,43
357,210,45
615,87,500
432,41,204
416,107,570
348,182,314
657,100,296
674,139,412
641,80,345
327,253,34
381,56,186
531,44,148
550,160,290
876,158,56
729,140,250
487,84,404
579,129,833
193,118,158
396,129,556
741,136,368
586,68,99
100,152,67
661,93,416
883,135,171
507,143,780
832,158,82
478,166,885
333,96,183
462,173,496
119,200,20
620,146,825
330,193,126
516,128,904
248,190,76
439,166,536
731,174,189
730,217,34
235,96,29
223,122,130
298,93,127
312,175,338
470,110,474
520,226,86
631,97,747
436,103,412
696,189,288
592,147,892
589,92,519
505,224,245
286,87,240
375,90,240
737,128,420
148,117,13
524,136,616
367,122,904
664,132,781
577,170,399
582,125,683
136,156,78
362,112,602
345,86,525
649,119,439
409,103,667
598,122,710
538,97,498
523,133,686
672,127,279
1031,99,61
262,146,316
629,185,328
468,45,122
488,128,1077
531,122,627
564,112,515
486,75,531
452,153,746
381,101,763
293,242,52
718,164,220
405,45,78
363,74,92
532,7,57
422,145,840
364,155,718
646,147,251
515,144,722
557,186,110
482,115,672
665,169,354
810,127,215
298,142,359
582,174,452
339,90,540
662,183,449
832,172,85
537,100,604
570,129,640
505,2,16
527,89,368
611,152,473
757,145,361
435,177,500
312,117,436
450,172,578
268,139,298
449,119,899
307,152,258
880,175,50
484,126,850
378,134,453
723,183,161
705,156,448
671,59,113
697,80,269
639,133,437
425,98,813
394,61,123
426,223,95
498,110,434
529,201,88
689,130,329
498,93,1185
291,119,329
292,122,465
660,136,712
548,105,964
457,150,661
517,188,369
470,202,184
369,155,419
641,125,708
513,87,465
598,201,165
696,159,237
259,209,56
368,43,132
393,117,636
572,197,255
514,70,451
383,176,320
351,161,321
655,174,189
467,87,363
560,101,509
666,67,185
564,95,665
227,240,12
383,25,193
807,18,43
610,81,244
336,76,118
186,190,56
552,110,734
662,103,400
412,97,870
465,188,403
629,137,770
296,139,499
316,47,49
415,116,1191
263,89,159
193,158,184
747,178,264
750,41,115
479,85,358
766,163,180
390,112,471
711,120,320
442,97,492
753,82,340
244,112,312
690,96,264
213,76,91
448,175,388
523,65,231
605,190,314
425,100,705
583,171,599
582,126,683
465,114,825
356,99,435
303,180,103
475,127,1058
460,94,895
1061,149,38
714,94,450
191,133,185
55,223,46
407,55,234
578,114,481
673,6,109
262,88,366
581,65,304
645,149,548
406,232,49
489,99,871
388,42,86
243,95,268
624,202,143
486,195,151
588,51,117
605,135,430
622,83,285
392,126,611
496,91,442
683,206,33
562,139,564
391,83,335
548,181,298
835,147,274
277,100,229
440,87,473
694,137,371
403,184,224
663,174,196
385,104,315
374,42,160
680,87,511
648,65,66
554,137,519
649,68,164
325,44,121
669,107,611
486,88,495
336,116,535
562,81,525
885,159,47
294,37,72
832,119,128
736,131,235
846,177,169
373,135,753
492,78,316
546,118,744
424,32,142
258,105,348
808,150,254
350,100,409
245,136,462
366,157,427
445,143,1038
541,171,464
434,209,102
471,77,444
517,52,172
442,107,795
703,100,427
545,120,563
493,203,213
658,159,471
275,116,509
428,137,569
620,151,435
803,132,384
279,58,284
352,161,426
748,87,215
550,78,532
530,142,536
307,86,271
212,100,237
469,168,814
590,176,445
489,147,860
509,27,205
352,155,440
708,23,42
424,91,604
280,78,155
567,137,830
429,74,236
424,164,424
309,108,330
899,159,96
804,108,120
297,156,233
647,69,199
620,95,496
610,6,29
339,228,56
173,170,66
593,101,553
504,91,575
604,187,482
514,45,185
364,136,589
551,82,450
632,230,59
362,157,410
565,108,889
290,131,377
628,24,21
757,204,142
479,6,22
369,37,119
560,62,242
189,132,185
509,143,848
774,173,73
747,114,323
718,41,35
740,139,384
718,149,229
337,151,409
683,127,629
143,147,107
670,107,291
614,91,425
366,167,556
631,159,514
716,152,255
499,126,612
520,125,979
477,204,178
696,179,276
341,176,584
475,81,498
583,78,390
-50,130,33
788,158,50
432,101,511
607,191,204
316,154,416
339,124,626
670,116,604
382,103,569
747,95,338
393,133,625
755,143,496
255,75,151
438,116,1001
403,120,513
459,108,530
952,146,57
529,193,152
40,93,53
376,84,390
709,76,75
354,180,297
512,87,486
200,143,198
573,110,643
475,191,376
899,96,143
544,179,457
379,124,447
614,169,488
585,150,761
552,99,685
550,167,500
599,86,484
619,92,605
348,116,656
483,213,41
350,131,589
614,126,734
139,105,133
587,176,338
470,228,68
478,150,810
559,162,773
703,135,422
393,113,456
361,145,525
531,155,776
318,142,483
672,129,711
126,91,55
573,119,648
750,134,530
641,56,142
342,168,353
353,160,389
239,166,155
664,205,141
736,166,73
263,138,492
701,130,319
99,194,34
401,198,188
444,115,688
209,215,51
313,174,218
392,124,885
379,191,90
650,173,239
432,211,47
486,130,737
447,223,36
510,125,944
331,130,339
75,126,29
516,138,1033
463,149,864
579,71,431
706,212,158
576,126,1014
517,79,452
529,142,585
352,164,499
555,125,810
388,85,396
857,193,28
516,119,760
696,98,263
496,132,833
675,119,554
553,149,911
440,129,974
859,115,153
341,180,249
403,137,529
577,197,112
636,101,434
262,102,258
639,125,701
563,123,697
314,122,590
716,223,125
557,106,383
427,86,503
802,106,98
193,181,144
622,92,307
276,121,305
536,100,552
845,133,138
280,135,445
818,95,265
353,84,391
694,-7,25
897,173,101
199,130,173
575,168,595
491,179,269
328,103,361
413,142,443
942,142,95
340,29,47
750,140,265
288,90,233
730,123,401
495,113,674
76,111,93
555,152,666
778,96,200
532,178,651
655,258,87
410,136,460
810,195,99
291,151,364
406,129,558
373,119,997
807,173,97
395,195,180
278,203,71
718,106,164
556,195,271
708,102,473
397,83,412
411,202,167
677,96,294
166,138,54
507,182,388
489,56,279
379,35,71
502,173,183
322,64,131
672,140,523
323,73,147
649,169,474
336,101,354
508,208,171
725,85,196
411,226,38
504,87,466
351,174,205
441,147,685
611,72,324
575,119,437
418,92,435
672,166,567
627,160,307
244,136,179
550,147,499
391,205,162
458,164,613
219,95,113
268,50,39
593,144,759
644,125,849
640,205,40
733,198,49
379,132,485
393,173,251
339,100,497
269,219,151
404,129,856
317,149,292
472,108,405
604,71,404
436,140,972
394,187,252
570,199,210
755,117,284
538,143,772
489,97,832
775,128,421
729,170,347
774,105,371
631,175,244
607,58,301
646,152,463
456,190,484
449,172,440
649,38,71
355,167,355
602,125,503
580,175,339
672,92,303
366,224,96
644,156,452
488,178,556
387,41,244
622,126,646
329,142,287
445,76,690
335,178,170
506,95,404
333,112,420
330,90,429
261,159,83
571,157,908
517,240,29
563,115,717
409,167,373
685,143,403
662,104,769
689,110,660
701,83,235
541,89,577
555,163,506
704,138,401
722,67,35
554,92,717
832,52,78
603,98,668
354,135,608
585,177,509
566,92,635
365,114,468
623,151,767
592,195,100
294,70,107
722,116,363
287,210,29
75,125,16
659,113,403
580,134,736
314,39,94
648,79,430
172,115,181
530,116,825
292,133,351
872,144,181
419,148,546
461,127,775
661,183,136
757,154,288
337,56,45
566,171,395
476,98,402
605,200,325
326,145,199
382,111,425
135,64,33
153,147,96
762,89,174
644,143,693
684,125,355
443,111,939
377,129,470
364,173,227
567,99,829
728,130,344
539,190,298
631,66,179
654,186,232
599,110,676
485,143,940
625,203,384
399,85,487
152,136,122
639,68,203
865,50,47
517,100,799
482,96,613
834,125,222
790,206,23
484,76,263
484,63,291
105,94,152
484,95,507
361,165,498
513,163,646
687,178,327
308,231,63
685,110,538
735,128,410
219,103,169
628,87,326
638,139,721
548,97,650
428,49,197
755,123,181
344,200,94
189,175,154
710,104,281
239,190,42
714,145,415
518,86,611
670,196,171
632,117,404
508,63,281
798,128,387
533,122,1048
552,104,895
256,178,141
342,139,388
365,65,247
766,166,300
330,159,426
421,74,564
370,118,652
601,162,782
222,171,56
596,151,681
331,128,441
368,94,577
325,93,372
510,72,442
546,71,183
423,195,226
526,187,644
455,75,229
627,143,560
656,110,477
870,158,91
434,81,435
438,91,527
508,85,549
695,97,477
667,218,54
727,83,395
538,179,525
747,182,224
625,73,251
456,36,101
807,72,148
586,116,822
583,123,548
391,167,484
587,158,720
751,159,473
324,189,220
580,142,540
531,181,542
595,110,776
444,102,754
688,28,88
392,156,668
185,103,341
806,172,143
264,136,236
150,170,49
388,129,583
482,165,467
602,40,284
652,119,623
745,174,135
604,114,610
287,83,340
403,148,553
761,146,277
681,77,393
653,203,65
162,120,129
340,110,315
177,147,108
393,159,359
499,137,963
771,51,30
468,186,500
580,184,327
212,171,104
384,44,74
421,190,418
580,193,218
700,149,779
460,130,930
514,153,716
716,155,346
89,136,145
765,192,109
705,130,446
701,174,612
344,181,225
683,92,192
552,86,498
197,112,91
392,137,607
749,202,199
526,115,875
398,179,516
480,131,869
515,219,153
518,168,649
390,181,191
720,102,498
639,107,375
355,98,380
364,87,329
673,66,177
414,157,727
594,169,233
752,135,467
508,89,820
379,173,288
402,129,501
387,48,117
501,44,134
846,-25,23
693,150,352
652,57,154
492,9,115
570,82,380
598,150,911
228,178,61
478,138,592
479,34,72
197,124,236
655,100,483
700,128,508
328,182,215
259,112,296
362,54,23
387,172,442
466,215,146
277,115,353
444,188,156
580,73,336
494,127,487
494,170,384
836,68,63
481,77,313
637,162,537
367,197,185
788,99,167
494,74,413
248,187,102
267,179,202
370,154,429
688,186,205
647,112,499
745,99,470
250,123,183
333,154,377
658,87,321
307,164,526
628,223,133
320,110,488
308,119,407
623,169,415
320,206,129
665,158,208
629,120,817
439,133,518
344,119,577
401,155,728
574,165,414
362,140,685
201,178,144
719,44,112
342,185,289
458,182,173
924,126,67
136,122,113
503,99,793
704,156,347
401,97,378
753,163,176
305,94,290
597,182,182
531,134,1048
591,133,941
366,90,316
549,154,891
444,120,698
331,98,281
167,131,35
757,83,200
352,96,413
565,175,418
645,168,281
412,126,695
466,180,527
553,141,680
671,185,117
682,97,378
310,132,600
566,178,312
759,83,266
425,139,561
644,136,561
265,32,63
823,109,253
549,146,705
665,79,339
800,117,459
377,109,692
766,100,132
825,172,117
895,135,180
462,152,1140
149,133,155
758,131,377
495,193,474
212,157,189
483,197,418
292,171,142
462,68,298
772,140,342
863,180,48
622,130,1090
274,176,440
177,66,104
689,145,290
552,118,993
910,106,60
625,108,586
448,159,506
548,183,426
745,86,89
297,102,358
840,132,140
431,91,581
546,67,279
578,174,351
625,158,810
200,161,124
469,160,482
386,110,536
398,78,101
299,45,42
216,120,85
566,97,667
337,197,178
659,153,382
364,110,565
408,108,768
586,54,182
673,210,36
519,145,499
404,97,457
697,148,618
617,206,85
477,132,698
577,112,659
627,191,239
448,77,404
666,165,358
307,64,166
786,127,414
612,164,525
630,184,166
804,105,276
273,79,76
201,89,124
386,80,285
537,59,248
715,115,695
535,116,648
627,100,1004
378,182,206
698,125,671
234,168,65
280,125,306
654,126,594
680,247,114
686,174,317
302,99,262
403,153,530
415,185,487
586,93,455
426,205,199
661,156,462
555,184,173
326,125,388
612,68,320
102,153,114
327,50,195
152,96,157
555,142,618
277,176,34
268,104,375
564,152,856
556,120,918
435,126,803
595,125,635
767,46,48
497,65,222
541,108,682
297,199,102
342,63,223
737,124,244
613,41,75
616,209,185
595,182,340
701,124,564
400,130,809
296,119,370
392,55,414
-44,119,45
409,142,710
215,144,176
411,121,696
627,111,648
611,198,102
38,87,15
362,77,136
668,49,165
395,45,61
763,169,324
739,165,246
241,145,98
308,140,439
505,170,467
566,96,608
505,141,1036
474,140,831
839,73,87
826,176,85
200,201,81
634,196,249
813,181,116
394,55,292
833,134,127
790,177,157
463,70,394
217,129,102
905,151,80
289,114,211
533,83,280
883,84,120
856,65,142
540,105,642
603,177,361
652,188,355
547,123,1186
414,100,609
758,32,46
504,82,499
264,170,42
451,132,838
683,135,486
671,139,353
292,83,300
610,129,751
601,72,144
321,179,196
449,158,544
491,147,544
515,180,334
281,126,498
454,109,656
646,177,299
624,176,456
570,36,73
386,156,448
643,136,737
703,94,389
819,144,167
473,84,299
681,137,556
478,73,503
407,172,208
405,128,1174
496,156,646
406,175,315
880,132,60
131,174,101
532,56,254
797,22,59
592,87,405
463,133,848
597,66,246
398,26,102
305,146,309
538,135,777
240,84,238
329,129,714
111,56,25
501,136,1329
416,172,655
452,74,297
557,200,150
771,71,166
261,107,247
630,109,257
954,184,81
444,101,531
271,176,338
531,130,1077
653,62,186
625,161,680
678,203,108
545,147,784
592,88,606
310,37,21
680,140,613
796,72,14
380,114,503
378,99,619
325,181,368
813,107,319
699,109,534
539,113,601
565,6,68
670,99,607
42,216,26
588,146,852
513,131,1047
898,153,54
567,119,944
922,102,28
542,144,576
623,204,90
579,100,648
400,184,326
278,152,393
854,68,39
537,64,174
523,184,379
373,68,162
602,185,308
674,92,503
514,57,187
426,132,830
653,153,636
669,146,524
577,51,161
826,75,168
574,128,611
236,195,88
433,221,53
623,162,323
545,167,807
813,193,36
426,219,62
142,129,242
576,59,173
466,149,658
574,164,729
540,82,329
577,34,204
639,75,422
534,192,145
568,55,290
276,88,314
590,100,705
355,211,102
557,105,871
510,130,861
557,90,758
665,214,99
542,89,452
562,137,557
352,112,659
759,157,332
779,190,74
552,109,666
634,85,395
696,158,520
337,123,525
953,153,29
366,147,347
771,82,248
391,152,373
562,142,625
301,61,106
590,104,450
442,110,890
485,126,1018
753,92,63
654,104,436
501,98,675
353,126,449
502,89,535
457,180,334
463,61,236
378,114,445
362,104,391
66,91,11
527,214,102
229,65,35
654,194,161
417,150,572
235,142,229
763,164,172
679,95,384
702,61,138
587,104,395
779,116,361
194,165,121
263,142,421
527,115,577
480,197,471
280,18,39
326,153,326
742,95,290
388,77,231
476,60,349
675,22,71
467,42,151
523,70,336
424,143,746
506,214,57
473,200,170
483,201,126
624,120,512
242,131,214
483,39,172
681,160,475
253,82,158
858,104,110
592,149,670
507,159,679
1010,212,52
536,113,761
376,108,575
263,122,380
511,173,412
252,164,244
361,92,449
702,170,353
142,96,157
633,131,711
510,112,721
549,92,614
551,148,1015
514,90,373
827,93,85
174,234,32
288,177,229
534,106,803
437,151,740
733,65,169
104,104,68
882,147,105
411,99,351
389,163,481
452,136,659
9,88,77
547,75,262
379,167,148
518,209,23
656,204,206
333,148,388
419,72,357
300,157,271
430,192,281
473,165,512
473,101,594
533,185,346
130,159,150
490,153,767
653,185,336
584,137,636
748,86,214
608,213,113
767,133,273
393,81,487
458,97,559
795,126,178
285,201,106
810,185,265
587,102,474
434,152,451
153,179,66
547,78,345
283,159,117
635,137,496
176,151,90
339,125,536
493,180,667
418,94,379
250,156,165
321,110,483
876,107,76
402,176,382
578,168,594
562,90,529
475,129,702
241,160,132
546,98,491
327,69,232
742,150,603
857,94,45
196,213,46
631,219,54
766,65,160
104,65,131
419,200,151
332,145,183
572,157,349
423,79,491
280,42,132
523,157,773
513,67,442
543,78,374
673,97,408
628,118,651
682,184,276
290,187,133
847,85,203
535,128,537
471,125,1014
304,84,387
686,142,352
479,114,616
537,134,762
577,47,69
457,147,512
688,140,383
649,75,291
722,164,319
259,170,202
739,152,332
687,92,374
784,160,161
155,228,53
276,59,48
759,254,29
750,132,415
155,96,48
663,215,230
593,72,282
643,165,548
453,251,39
-4,44,58
814,96,35
502,211,139
647,125,498
487,198,227
598,130,1014
711,137,452
645,115,621
740,97,266
648,111,624
747,174,156
657,183,209
112,131,118
425,119,610
298,65,40
605,237,129
466,118,750
150,133,74
344,202,78
601,151,505
863,149,109
441,113,787
608,190,288
546,140,684
149,174,29
674,86,424
537,79,505
391,99,363
628,109,754
319,114,422
328,99,495
613,155,550
334,110,626
583,176,476
441,153,599
259,141,434
501,159,761
728,91,205
378,164,412
499,70,338
210,110,81
563,89,626
527,140,846
720,134,267
385,123,660
657,88,535
760,125,288
263,74,194
370,134,724
117,118,49
535,32,138
595,186,300
352,73,167
358,158,495
623,133,395
497,125,667
155,68,116
352,41,89
771,140,253
791,106,295
851,147,255
361,125,436
436,116,653
775,103,171
263,162,235
563,96,541
568,161,402
639,106,624
445,109,841
398,115,636
411,69,286
478,198,286
684,143,748
530,135,948
642,178,70
711,163,203
466,200,346
526,81,403
583,148,553
428,192,196
233,102,210
349,108,532
437,149,728
655,126,537
386,131,749
397,102,383
881,78,73
685,147,292
103,120,42
585,152,455
318,183,206
367,175,266
206,122,156
578,167,497
479,101,582
460,74,167
581,151,1071
336,133,481
605,142,816
532,195,356
691,157,271
699,97,315
302,193,149
602,160,406
348,120,556
759,143,176
623,165,658
510,53,112
439,63,353
205,154,351
862,138,102
527,193,338
485,123,784
267,88,120
875,177,35
493,134,846
957,129,59
521,75,564
571,63,297
706,188,277
431,62,19
333,91,314
797,128,166
482,129,708
502,159,643
26,163,110
766,148,304
371,83,264
645,55,107
657,128,774
548,85,453
700,136,521
471,152,773
755,147,376
733,21,45
426,59,302
666,113,577
315,62,133
622,161,610
479,111,729
407,147,498
335,111,578
917,154,84
695,96,343
95,182,82
478,122,973
284,56,97
401,125,829
437,150,769
392,40,150
563,176,540
376,107,637
360,169,251
423,172,481
722,33,19
578,23,64
305,161,247
677,145,325
320,30,19
302,136,402
608,34,112
737,142,338
424,228,98
306,171,265
517,62,185
421,171,615
255,196,73
444,181,415
581,220,198
249,170,87
440,135,799
540,91,808
409,198,307
671,85,251
335,131,344
392,106,860
765,188,150
197,131,172
244,107,133
488,163,375
304,166,311
592,159,344
421,43,153
376,66,363
171,204,69
579,119,893
300,130,435
457,134,694
423,215,81
298,31,64
549,226,170
628,105,470
198,138,295
19,87,30
325,76,136
854,66,49
452,183,301
338,124,581
477,170,315
843,118,71
243,141,370
430,161,766
366,100,225
611,197,99
562,74,402
371,63,288
615,211,151
332,74,595
561,52,243
82,156,64
599,56,201
501,130,616
791,117,197
250,102,184
468,206,182
321,122,538
351,136,377
489,52,270
1023,95,27
737,126,293
563,73,462
256,121,261
602,217,97
712,155,389
487,189,260
656,228,16
474,158,777
252,181,58
509,64,314
429,177,339
430,191,141
795,77,188
666,79,203
557,125,792
400,214,133
242,143,267
330,161,221
651,90,445
741,90,220
998,23,49
783,64,108
433,138,763
279,138,295
356,75,220
527,105,1120
557,180,133
580,38,69
530,60,185
534,79,616
267,180,243
270,86,350
783,122,406
764,153,146
647,135,465
167,172,140
611,111,536
489,106,804
734,150,202
570,180,386
226,108,133
182,140,115
263,119,122
669,140,750
200,186,151
507,114,1086
525,127,823
614,156,568
411,219,40
212,42,14
635,89,467
281,74,189
689,59,209
563,180,513
485,124,753
717,110,560
464,150,500
566,183,424
380,102,448
443,138,412
297,111,413
740,191,147
407,89,466
509,-3,88
464,183,152
286,191,128
547,157,663
406,92,438
428,132,521
662,108,921
796,171,58
663,44,82
573,101,649
251,107,379
665,176,534
534,64,280
184,158,116
609,156,440
370,124,596
752,172,208
507,178,517
367,48,274
580,157,609
144,172,48
595,120,1006
285,89,244
248,7,71
449,156,540
547,85,542
740,-4,34
709,156,384
479,145,700
152,148,155
678,112,379
288,192,171
628,83,389
718,30,20
543,140,604
556,77,401
563,181,301
818,175,103
677,144,225
692,180,264
578,78,481
412,75,303
765,193,80
368,200,152
372,69,226
683,65,301
713,92,167
317,83,393
521,90,450
477,115,800
824,127,80
492,135,849
242,88,176
187,172,112
756,107,277
696,172,203
559,197,467
355,169,284
373,218,37
375,119,766
818,132,323
715,137,466
272,205,19
656,71,297
649,138,736
650,94,452
233,195,122
742,138,457
625,88,456
473,106,538
488,183,352
774,69,280
346,70,199
483,113,690
103,104,60
265,151,142
471,143,1088
211,196,21
281,228,90
220,94,269
603,107,585
1043,91,40
960,182,49
219,158,37
443,169,602
152,200,143
334,113,561
380,173,431
311,146,556
303,188,332
455,99,653
726,134,481
388,174,451
620,137,765
972,110,27
601,76,430
303,93,333
528,102,713
554,58,473
476,209,146
424,111,1009
373,76,242
665,101,418
578,71,497
660,146,569
251,122,382
344,60,171
701,110,350
611,204,162
460,162,639
389,137,584
902,115,53
410,164,528
780,152,84
447,158,563
189,129,139
912,156,28
718,122,363
311,189,115
734,165,502
241,132,178
718,115,308
493,186,211
600,127,822
641,165,399
473,127,872
541,136,594
464,68,456
562,8,15
539,151,614
554,57,180
525,108,859
669,143,747
467,231,38
526,142,861
222,161,263
291,135,491
352,101,315
426,233,63
566,118,602
718,67,161
322,166,307
418,175,244
359,56,189
550,205,154
740,193,79
699,99,349
516,29,53
377,99,493
610,116,833
252,125,204
735,131,478
436,157,546
422,93,475
904,122,108
625,188,232
61,177,64
593,92,319
751,145,403
677,63,147
819,125,151
415,184,361
722,99,141
