a,b,aggr
301,60,129
351,187,211
729,120,442
555,133,846
556,110,1008
587,97,837
427,33,201
71,86,38
412,169,517
622,74,418
876,128,163
197,152,353
537,130,774
590,115,713
282,144,499
451,126,917
570,190,291
502,152,631
195,62,94
651,69,216
574,192,273
517,85,434
244,113,288
453,76,257
512,63,422
607,125,560
402,62,235
647,183,310
602,166,735
478,169,661
373,81,309
610,106,855
473,217,124
402,111,654
685,209,46
218,106,124
328,183,142
519,127,910
514,52,80
716,163,241
694,146,518
539,149,738
376,91,451
787,151,116
705,116,452
425,34,104
878,122,112
383,145,504
339,64,250
539,113,938
474,107,769
419,79,360
523,103,681
504,103,601
677,189,159
362,102,274
811,33,142
514,112,725
797,156,192
310,129,537
649,38,108
771,106,361
546,139,1155
245,176,40
283,115,300
651,59,288
605,163,639
578,133,704
726,128,517
718,201,122
621,116,545
411,103,661
844,163,96
647,69,155
468,123,872
569,205,247
541,80,546
983,134,54
401,138,540
638,76,173
367,177,233
471,161,645
479,136,820
649,183,271
780,40,49
701,130,779
527,116,875
589,91,396
385,160,357
718,127,369
509,184,529
135,135,61
598,98,611
443,179,347
627,140,358
637,230,49
435,116,917
391,190,215
118,156,50
413,143,630
560,150,716
634,139,728
757,153,240
458,170,412
498,170,535
547,144,956
298,31,27
228,127,342
516,143,1106
619,125,596
570,118,699
208,171,130
631,100,512
228,150,260
698,100,384
409,194,399
368,141,308
457,238,138
639,119,791
650,147,637
439,173,531
719,53,226
486,151,854
260,152,304
287,130,441
394,109,523
339,137,287
169,108,155
425,93,592
785,89,107
580,135,1030
224,181,93
362,159,440
708,196,170
462,48,238
506,114,810
677,222,53
738,110,202
482,99,563
427,138,872
388,213,65
656,94,410
318,80,331
530,57,279
418,108,543
573,120,808
682,146,482
365,186,250
602,107,508
239,150,300
947,112,159
500,98,1008
684,126,556
676,184,349
653,199,205
751,196,161
576,81,563
517,130,848
461,218,73
488,96,620
716,158,267
338,44,89
175,195,48
272,111,364
610,181,157
878,104,123
851,84,98
954,81,114
647,137,553
733,150,401
639,130,440
399,131,887
515,75,408
224,120,107
139,93,21
735,110,223
543,141,582
507,57,202
262,96,144
625,120,686
286,83,155
534,65,234
497,157,635
509,47,131
635,121,655
561,130,933
450,116,531
785,169,128
418,102,658
378,53,149
143,33,149
671,126,490
363,92,308
383,116,888
429,172,401
501,141,893
596,182,390
794,123,336
598,165,584
456,198,251
144,151,38
590,120,1041
372,117,815
246,149,111
800,241,30
402,193,131
271,153,284
245,148,228
531,82,446
363,144,654
498,50,100
710,98,231
294,125,471
562,103,657
565,115,652
-6,174,44
479,77,297
249,176,39
212,195,90
633,120,901
473,167,544
526,113,655
579,63,236
545,196,110
402,156,960
401,76,313
697,133,375
327,113,552
502,83,545
637,178,314
342,73,177
207,146,138
159,130,97
733,148,429
450,135,1231
508,168,627
257,100,307
528,109,671
444,173,490
614,150,384
339,157,337
581,67,209
599,150,868
353,62,75
587,102,532
184,100,160
532,82,299
606,174,334
822,140,43
428,71,503
675,138,302
257,187,93
344,85,409
735,132,306
834,120,233
594,126,986
809,98,148
691,95,636
667,120,558
693,108,437
487,177,409
508,163,375
557,217,117
486,215,110
638,128,722
571,171,283
338,188,362
450,193,160
476,89,601
477,139,815
592,141,793
345,174,353
413,115,678
105,191,42
714,82,229
310,189,145
605,62,191
593,153,355
596,162,325
735,69,228
-15,140,48
545,129,1108
392,141,624
1065,135,33
451,147,641
444,89,324
481,120,633
314,138,436
486,162,411
475,110,1089
636,118,556
526,123,550
330,99,703
399,148,537
-151,152,41
382,79,281
461,202,287
362,129,490
465,114,690
737,168,405
645,215,191
522,84,433
673,45,139
400,94,402
790,171,212
804,86,102
457,131,550
468,204,319
473,125,621
492,54,191
889,86,106
232,30,34
442,137,888
672,17,39
436,116,546
490,41,71
319,164,239
499,161,506
483,134,1232
216,130,231
777,140,231
692,69,263
435,66,245
679,116,429
124,107,91
537,208,243
612,155,449
719,110,325
519,49,213
597,104,496
810,177,174
477,164,772
679,119,474
476,109,356
620,248,84
475,138,855
660,82,493
704,191,266
717,121,527
725,85,453
556,121,976
675,139,339
186,156,91
464,109,754
567,116,609
556,151,777
644,120,650
493,156,890
429,205,107
664,174,326
609,84,192
664,77,540
915,128,124
957,169,0
242,171,162
579,176,509
693,139,443
722,114,343
503,114,986
632,140,807
666,52,157
340,164,352
526,93,453
735,104,467
147,198,64
848,152,40
584,109,717
543,83,633
234,116,118
351,128,503
435,197,155
492,106,822
428,96,285
862,170,117
360,79,394
435,192,312
320,136,447
298,123,633
445,119,870
737,133,264
421,142,707
232,158,209
328,143,255
408,157,746
127,142,80
628,215,102
701,83,288
504,70,196
711,79,115
600,142,975
781,214,39
538,61,218
397,127,574
541,208,277
171,150,176
616,184,600
507,95,801
850,65,33
286,156,297
525,79,328
671,120,402
304,118,530
526,58,148
213,110,184
495,102,780
411,201,303
710,166,361
441,79,360
528,169,562
544,91,279
538,113,870
556,120,613
536,184,327
245,121,177
440,79,279
538,175,429
585,79,205
614,147,754
526,94,563
601,154,517
922,127,58
397,47,109
380,83,359
553,66,246
447,79,516
688,131,633
514,175,401
763,121,253
289,155,314
495,127,771
682,161,349
638,120,756
94,96,122
417,76,208
794,68,95
364,89,353
244,161,263
715,206,102
708,143,223
752,153,476
546,87,394
488,135,818
533,188,277
581,195,224
641,136,728
578,88,507
176,110,120
603,85,518
468,112,802
653,196,312
552,93,502
595,173,651
517,112,1096
712,94,423
436,154,951
331,113,299
492,114,869
335,132,419
335,139,562
371,-28,36
770,127,641
562,108,1005
92,123,70
828,89,165
658,114,400
366,92,399
356,85,426
343,96,411
564,93,825
740,158,446
750,196,76
1008,116,25
718,163,231
565,100,653
491,126,962
497,174,364
354,181,235
448,131,926
677,126,703
446,107,749
268,94,202
798,114,187
219,203,74
216,135,309
283,192,228
123,196,41
553,91,752
633,143,321
376,81,187
456,126,878
452,173,445
513,63,369
514,193,360
890,121,144
432,103,551
387,102,389
256,216,92
505,131,839
665,168,320
528,18,97
397,90,461
572,91,530
583,111,722
286,190,146
481,113,848
368,143,602
648,13,34
711,126,507
680,92,368
513,180,278
444,202,323
519,206,218
617,99,501
588,79,486
449,184,323
648,139,516
715,133,470
555,86,379
603,175,410
547,143,882
616,201,13
592,118,664
490,121,902
411,115,975
721,135,429
388,115,476
444,80,421
569,137,593
653,162,626
125,79,32
833,138,41
546,118,708
512,192,511
739,114,333
858,93,47
448,124,731
594,183,447
558,206,172
495,133,730
717,111,289
857,105,64
396,186,354
520,147,817
496,109,527
338,181,278
216,97,127
558,148,479
338,148,446
659,74,396
633,80,425
549,136,782
329,132,427
504,118,1260
602,184,367
503,174,557
374,147,569
381,100,513
732,111,530
432,165,591
477,101,456
831,119,150
375,95,216
502,192,419
901,110,59
488,73,522
353,186,216
603,86,351
793,92,134
716,194,182
632,78,290
603,97,368
568,137,800
350,148,411
440,129,839
562,76,359
710,81,318
491,187,429
498,166,524
371,133,489
528,132,900
738,98,353
588,141,961
657,129,706
538,166,738
233,109,194
459,197,173
439,177,230
279,118,295
561,178,464
825,152,88
608,132,976
389,114,704
252,114,361
768,204,43
393,13,95
443,195,135
172,124,46
650,74,244
528,155,556
488,106,999
692,117,489
513,160,1016
392,110,595
613,196,325
323,106,611
667,207,70
517,129,624
538,158,467
731,175,263
699,118,503
670,111,492
453,108,507
385,117,478
859,50,65
528,154,853
154,42,31
497,194,351
282,129,302
346,39,69
317,151,251
497,148,811
278,156,356
584,154,700
596,89,640
823,89,167
623,112,446
287,97,333
773,108,340
782,230,105
802,100,415
576,103,569
604,118,913
703,97,364
598,105,747
369,52,161
779,150,298
532,75,441
629,125,513
622,104,290
674,80,204
422,111,583
693,130,480
452,82,330
315,129,640
320,114,566
513,136,936
461,48,269
1031,195,39
481,170,539
455,92,510
295,196,42
502,91,481
707,63,107
719,174,144
266,78,319
575,57,174
431,106,859
560,146,819
41,114,67
396,173,558
793,210,65
1117,147,26
775,71,115
645,158,445
411,114,409
630,139,539
311,114,432
398,29,92
564,111,706
325,142,414
494,61,358
370,140,410
409,166,568
201,144,113
748,98,134
261,152,454
305,148,605
600,30,27
494,103,642
643,231,73
791,165,166
491,110,900
464,96,574
793,125,117
654,130,783
721,113,421
508,84,440
592,88,630
576,158,815
451,84,571
456,112,822
358,171,131
492,92,705
667,91,398
573,119,722
415,69,329
357,112,555
609,190,330
404,149,628
456,153,712
484,192,231
347,66,184
639,157,571
787,170,77
610,46,108
646,197,231
538,188,293
469,117,556
236,123,284
436,46,103
536,80,245
449,122,609
732,129,411
522,149,912
437,162,561
711,180,325
313,174,222
646,146,538
307,95,296
831,149,267
473,111,1072
610,168,544
809,155,124
536,185,310
490,63,356
387,179,327
424,147,541
580,169,491
609,123,813
294,114,417
707,144,444
510,75,461
265,134,307
483,86,436
511,46,107
584,77,430
280,131,195
352,233,50
483,111,747
474,163,702
516,174,541
378,179,182
287,47,80
385,101,635
708,113,125
687,156,579
439,78,385
340,137,605
798,120,240
507,85,601
405,97,472
562,65,441
393,87,334
572,149,988
697,91,453
508,109,1212
293,138,433
894,61,36
483,63,164
216,67,50
356,111,321
604,91,629
372,123,563
647,127,514
530,158,647
191,123,147
667,72,315
649,139,768
751,173,256
448,99,648
604,117,600
421,107,432
652,152,379
375,78,472
405,102,715
444,177,257
496,129,697
353,122,926
386,110,413
643,166,395
553,114,1051
439,98,390
238,157,339
414,196,302
755,162,201
324,132,415
447,251,62
538,120,963
776,118,183
264,166,226
514,128,866
309,100,501
515,94,526
166,158,87
508,135,874
486,109,981
351,203,125
414,116,652
471,102,697
593,79,265
388,86,521
447,159,793
351,120,736
543,153,719
225,191,25
339,134,720
614,107,719
702,160,425
223,77,155
398,163,516
727,85,211
559,119,600
762,147,252
337,127,528
349,97,393
288,121,522
461,71,331
171,129,120
240,155,146
619,142,587
99,172,34
801,123,151
422,190,359
543,94,653
679,81,372
756,182,59
796,150,323
498,146,705
806,90,130
299,200,37
601,145,734
596,56,327
777,162,159
364,106,481
568,178,524
791,65,49
473,123,879
474,147,920
637,181,333
334,105,421
505,213,271
554,74,227
646,88,322
674,150,380
354,103,373
494,216,244
245,103,275
565,95,581
507,145,641
461,120,720
202,164,257
381,128,523
647,125,501
536,153,376
341,121,811
510,144,1133
526,89,504
235,176,154
645,138,658
802,159,245
296,129,288
435,137,839
359,214,171
639,131,599
464,180,450
444,26,74
484,86,706
530,102,403
190,186,44
608,72,370
716,129,377
465,118,800
746,70,303
580,152,874
426,86,492
320,131,478
365,83,439
165,188,124
554,148,912
352,141,327
364,109,397
360,179,342
428,78,350
455,90,713
490,185,244
357,93,572
567,100,408
354,110,529
458,122,1114
199,134,111
206,152,151
301,123,277
676,93,317
497,94,770
496,167,701
569,135,875
440,194,133
843,142,279
507,222,52
228,158,145
477,92,539
667,104,553
517,95,482
650,90,432
821,176,300
389,171,322
666,126,560
351,166,270
745,128,370
129,80,95
571,131,569
398,181,242
424,123,677
462,82,487
206,224,46
438,112,610
552,142,714
506,100,703
207,68,81
342,175,265
885,30,47
568,91,573
366,107,1039
426,108,773
599,121,910
615,155,452
676,85,310
736,119,210
496,153,686
619,126,603
551,140,571
13,70,33
350,143,868
392,176,289
600,139,911
632,48,74
502,85,420
385,189,226
362,69,166
605,143,939
675,84,302
688,200,89
209,158,195
737,59,78
567,40,140
761,155,354
486,192,77
572,87,532
507,148,598
467,52,109
406,124,899
463,151,514
766,99,290
316,131,435
592,189,271
583,185,304
148,164,39
373,182,311
495,96,571
574,124,599
463,81,566
874,148,161
459,186,372
512,169,545
294,82,307
666,74,339
674,168,224
677,154,442
269,66,54
293,139,515
171,214,32
472,97,555
563,186,385
903,71,52
513,124,1141
127,214,45
476,189,670
898,162,71
453,139,751
637,121,622
590,53,141
514,134,948
477,142,844
414,138,691
421,136,578
332,41,85
411,155,473
491,162,652
357,96,586
819,173,44
222,107,293
345,142,512
159,160,31
177,92,181
404,98,346
450,119,712
618,151,537
264,124,270
723,115,344
567,139,644
444,73,235
431,173,427
535,129,562
356,172,498
534,109,877
537,175,370
564,175,392
503,75,276
287,78,172
502,137,536
187,172,198
138,142,117
731,110,324
587,126,776
507,172,723
717,126,420
790,146,220
822,127,292
372,162,370
548,108,752
634,117,679
649,144,519
322,67,175
557,73,478
109,98,51
769,117,402
565,87,602
648,155,684
738,150,445
180,78,162
617,168,490
312,155,428
336,172,344
473,173,700
741,100,280
713,100,493
221,69,80
235,173,91
706,125,563
497,192,160
461,146,900
431,126,888
610,151,1035
840,78,55
532,119,1113
281,133,228
430,48,110
478,66,321
793,168,201
463,69,452
676,162,405
535,131,842
375,168,246
750,153,472
672,163,328
655,132,725
116,101,125
770,102,245
262,145,247
501,107,790
396,58,212
528,94,863
587,200,155
67,140,129
439,103,693
518,161,515
564,92,340
666,112,525
289,103,485
828,102,94
516,157,589
435,153,580
712,146,635
597,143,355
313,140,549
614,115,909
469,162,843
465,64,109
627,153,742
661,121,866
474,88,679
575,111,847
864,76,42
311,110,639
700,151,395
196,121,333
264,146,127
548,93,283
510,105,584
439,139,703
452,148,822
670,80,256
320,102,447
639,154,744
638,104,521
821,228,120
365,17,45
605,153,605
417,132,759
714,146,192
582,143,590
549,133,581
434,89,468
395,90,594
919,159,26
420,118,751
374,102,466
700,111,444
447,186,441
590,86,558
495,82,564
234,151,283
328,48,67
749,136,449
465,32,35
495,157,718
333,123,548
726,179,113
563,133,803
310,184,163
714,78,216
361,122,604
280,149,481
553,189,241
506,56,155
540,193,194
610,143,661
388,129,599
592,93,628
619,124,587
792,135,138
445,153,902
828,93,131
805,131,172
514,143,846
726,93,439
398,98,791
244,159,124
287,128,454
710,149,298
222,54,137
349,187,227
673,138,936
665,161,498
699,147,491
320,121,573
574,100,565
300,194,181
420,135,733
561,86,515
258,180,135
488,212,341
567,157,394
768,77,43
495,135,1132
512,132,759
536,202,139
649,178,379
785,55,33
797,28,57
149,137,211
348,155,534
877,38,18
883,120,53
530,128,460
754,81,258
427,103,722
407,99,757
415,170,406
569,186,399
740,116,221
626,147,556
705,107,337
485,158,361
162,121,117
96,148,36
540,144,1076
461,169,584
822,120,403
714,134,546
678,41,62
498,119,884
228,134,254
407,28,107
119,99,26
292,190,173
61,139,34
223,199,53
761,92,138
560,175,274
338,122,618
330,167,287
510,159,770
510,111,795
561,164,628
633,87,438
177,196,146
370,95,343
598,133,832
690,101,407
530,193,257
703,87,317
595,104,615
559,161,434
342,79,452
577,134,810
670,88,469
573,154,731
867,193,72
381,138,606
523,111,825
513,86,652
590,177,398
708,200,134
622,159,226
624,227,152
307,99,311
553,166,229
363,119,861
210,162,273
633,116,706
695,158,328
461,53,564
459,121,700
620,115,674
583,51,217
342,133,426
456,125,815
595,200,167
756,137,282
488,160,310
444,121,608
438,40,252
869,93,73
535,172,590
404,57,310
559,85,713
731,99,313
723,50,132
569,125,1058
321,104,424
448,160,443
659,109,670
435,202,59
798,150,290
309,158,278
373,151,417
763,163,228
539,127,916
433,156,832
486,123,786
148,81,33
450,251,111
582,163,435
596,143,720
626,59,165
323,147,532
319,124,512
222,222,45
914,152,92
483,145,516
610,111,674
596,134,761
669,84,275
789,86,271
346,131,460
451,95,938
399,118,579
237,233,51
735,126,436
675,168,256
257,216,36
490,112,1192
613,134,628
310,214,178
715,57,97
482,116,501
593,126,738
849,176,109
509,59,215
649,221,35
772,35,38
774,124,446
641,117,783
318,102,599
475,153,1021
298,144,316
364,62,216
563,101,421
403,8,29
440,169,481
610,120,809
763,145,284
838,158,125
544,165,605
504,119,1118
382,171,535
295,140,428
165,158,98
617,124,681
534,148,823
374,117,534
450,96,406
421,141,623
337,26,39
489,89,477
791,153,201
617,164,479
648,147,747
578,154,686
356,204,127
576,80,506
412,61,159
642,179,412
388,99,656
629,153,783
791,138,244
637,101,603
490,171,436
264,245,76
577,77,458
588,85,735
661,127,504
288,117,390
674,124,469
499,64,201
193,236,36
537,165,717
729,142,607
609,186,220
520,128,1130
561,169,839
224,112,158
344,116,602
593,110,920
462,91,310
377,-5,56
648,120,503
555,98,819
221,103,161
454,117,661
540,160,956
539,168,537
447,171,490
602,76,360
-4,63,47
507,114,829
513,98,743
450,201,147
141,104,42
570,108,746
534,214,67
360,26,63
456,120,990
334,88,257
605,120,485
502,146,762
556,135,871
419,100,628
622,189,187
463,111,557
758,107,298
554,122,773
603,135,682
303,153,163
360,162,409
334,238,31
563,185,298
295,221,40
401,140,823
746,62,176
380,82,268
735,136,306
628,116,626
548,92,680
410,151,556
689,172,419
395,144,398
537,170,427
757,88,225
574,61,256
442,152,554
782,136,145
474,118,724
651,45,162
362,167,404
466,177,518
155,203,31
463,109,655
567,143,743
255,114,317
489,60,330
683,117,517
583,150,609
736,112,339
310,201,144
393,100,671
569,145,1004
328,155,361
514,87,292
470,118,1042
480,148,773
419,98,511
596,138,486
651,147,286
461,93,504
520,131,923
687,135,651
720,163,371
244,205,224
355,80,262
620,145,751
489,84,476
561,38,202
129,116,195
358,107,350
570,163,856
775,147,355
583,114,540
394,115,664
280,164,187
442,69,493
545,53,159
449,192,371
601,192,164
630,150,599
322,149,720
529,149,1379
826,126,286
477,234,102
502,130,930
587,165,444
666,210,38
677,155,618
317,135,495
602,96,733
624,133,816
446,159,570
585,184,222
304,23,138
488,99,899
467,132,1001
544,72,400
501,113,992
642,149,367
260,120,398
405,83,563
245,173,354
805,147,204
550,96,543
565,147,663
365,150,588
323,141,327
508,169,460
384,83,431
584,106,544
387,215,15
480,131,947
818,89,84
624,164,355
789,70,118
494,198,189
588,73,388
268,125,451
521,173,664
424,141,606
428,99,881
511,80,446
678,80,184
551,138,1163
398,135,620
571,97,555
517,44,82
564,144,811
387,172,269
494,122,811
339,7,57
345,187,318
554,172,459
559,81,697
447,111,972
650,149,504
378,171,588
273,130,163
439,126,933
237,73,84
209,134,144
742,174,121
955,187,74
621,63,347
393,125,714
339,148,428
750,200,217
504,184,274
464,169,461
446,161,368
553,78,372
365,53,79
488,67,334
212,66,118
459,246,106
421,34,78
642,118,611
552,186,292
549,155,793
706,109,237
576,85,350
524,171,228
447,124,641
895,119,101
466,77,299
253,182,77
551,88,516
760,96,399
372,62,240
822,155,81
344,82,315
615,70,273
504,165,614
505,154,611
477,99,1001
335,115,664
671,145,416
818,123,165
545,143,411
473,204,155
398,119,855
507,147,885
224,141,153
573,169,397
367,156,599
149,165,83
686,175,418
508,29,29
497,88,452
443,135,804
347,211,159
640,84,258
398,110,432
556,46,133
634,119,1208
821,59,46
557,174,508
687,194,269
727,151,372
580,115,595
630,124,820
761,91,343
495,183,541
265,114,303
522,144,693
501,131,952
766,102,274
371,73,482
524,163,815
358,169,586
501,45,123
310,136,544
445,98,553
353,158,305
648,209,84
724,148,378
342,205,318
373,146,589
544,142,1346
588,127,878
559,164,751
458,119,1073
363,67,152
498,155,465
271,125,378
203,162,233
359,158,556
588,139,498
473,151,938
642,210,172
590,196,329
915,218,30
539,99,635
623,188,398
655,185,140
627,165,486
712,221,44
524,169,599
566,134,1047
481,204,355
510,91,579
383,88,395
395,104,624
394,113,458
830,123,77
569,154,863
667,191,109
674,158,473
404,58,162
374,166,464
506,132,700
602,99,380
516,113,1017
535,110,697
226,83,61
474,121,597
449,65,289
581,156,534
706,133,719
477,160,638
515,139,636
518,123,755
472,86,397
453,19,48
816,193,166
553,183,477
650,71,363
921,101,115
718,149,603
843,153,109
706,132,367
367,139,529
297,90,246
485,123,718
502,75,360
344,119,453
250,76,124
591,121,810
658,112,429
548,69,590
645,28,25
732,132,224
470,107,785
526,98,966
600,172,513
841,167,163
862,184,158
508,98,835
485,160,564
545,114,884
74,128,81
597,131,785
505,132,945
542,78,366
114,142,23
761,38,45
603,95,430
445,188,363
94,36,56
637,167,321
445,110,772
414,65,314
486,105,686
518,176,569
455,152,399
835,116,46
672,171,469
493,141,878
507,122,751
379,101,461
439,187,315
91,108,13
505,65,543
599,154,604
652,134,458
778,148,332
579,149,739
576,203,213
392,88,368
374,169,448
406,190,403
371,99,331
472,82,856
592,94,515
337,100,480
515,114,689
130,185,46
321,108,364
543,125,902
720,64,113
701,173,352
571,118,535
303,60,200
351,170,508
818,175,56
747,184,32
538,107,869
629,217,92
559,172,322
577,135,705
626,90,395
547,122,833
438,79,297
502,155,896
680,205,61
510,127,972
377,160,437
417,182,540
532,197,263
615,72,409
758,47,197
634,86,214
581,102,700
625,22,46
694,153,549
744,98,339
583,199,92
420,139,704
773,68,151
631,72,650
340,66,47
722,58,236
286,45,128
188,174,112
261,125,278
339,146,578
599,224,90
223,117,294
688,160,270
457,177,342
353,61,278
400,129,576
639,149,533
414,102,973
333,165,299
427,66,638
640,155,455
487,133,778
789,116,213
495,139,1147
30,123,41
772,145,355
589,180,463
558,156,829
571,95,676
418,141,610
461,124,1015
572,175,413
272,139,419
729,128,303
715,145,448
216,192,39
196,118,170
402,144,669
232,93,101
306,177,101
299,194,128
606,159,516
586,120,792
518,104,946
667,51,250
733,115,225
435,160,585
471,148,625
386,176,566
377,154,400
501,125,1050
352,174,388
386,97,722
732,135,398
659,140,402
636,163,270
372,91,256
344,147,373
630,151,299
423,120,874
314,212,78
574,117,585
326,178,377
576,178,476
640,71,222
298,151,415
584,139,681
286,152,204
444,146,1021
382,183,343
643,120,666
551,128,997
340,169,458
500,144,1125
247,36,43
533,183,340
741,99,399
655,77,206
420,214,124
431,203,221
340,165,475
329,89,284
661,138,633
295,184,165
435,131,850
909,158,163
388,156,662
192,70,99
626,160,285
690,158,512
534,117,751
785,206,166
447,83,762
470,122,775
535,68,149
650,118,573
612,143,1045
653,130,530
590,181,463
246,121,157
564,234,105
516,221,80
588,210,97
561,116,819
668,167,272
597,258,18
747,84,377
796,118,195
551,170,734
332,119,361
251,123,224
545,171,479
322,96,266
323,116,354
381,68,178
514,142,682
433,214,30
400,152,650
934,95,45
640,141,802
450,148,495
621,135,485
589,110,781
236,86,157
586,169,646
490,161,528
499,96,890
839,60,91
731,128,498
543,144,848
471,122,937
471,174,421
286,195,109
430,128,635
568,132,802
667,142,568
561,202,364
451,138,734
509,164,696
327,154,663
563,139,922
1029,161,13
738,166,329
711,148,406
389,97,535
674,160,429
451,124,749
512,198,321
589,68,277
286,97,381
766,85,132
614,105,747
603,102,662
517,31,97
637,201,246
526,157,512
768,166,355
555,80,403
535,144,652
356,159,504
764,148,171
546,175,526
615,132,698
502,148,950
516,126,1005
108,103,31
618,82,401
500,142,776
830,121,103
664,139,638
542,131,593
593,128,729
430,173,304
497,113,555
688,133,449
663,107,651
351,188,182
330,138,456
793,123,260
538,72,314
504,149,760
614,70,223
530,124,683
506,159,755
243,162,153
607,195,386
378,75,392
630,108,711
233,91,232
438,148,489
424,102,432
535,225,126
813,118,205
586,254,34
469,218,116
574,91,655
396,94,351
292,179,106
298,33,42
453,61,189
769,94,252
370,113,477
273,140,388
297,227,59
114,104,34
488,83,461
533,102,986
414,197,200
577,64,365
726,153,206
323,209,78
576,125,663
368,113,485
546,140,1181
792,109,212
675,109,794
617,37,151
586,183,208
651,148,695
690,113,643
325,123,553
629,123,745
334,165,357
533,148,970
418,169,502
611,199,169
482,147,598
421,77,443
589,41,106
376,220,115
248,138,142
656,136,542
224,104,217
242,92,160
279,94,297
525,36,75
692,106,606
529,145,558
383,128,609
560,153,890
286,47,58
155,138,204
352,160,518
544,135,572
302,77,273
648,153,736
706,170,491
425,83,591
527,187,449
687,163,454
358,143,815
680,145,400
444,122,528
430,162,585
372,102,501
617,76,360
499,69,266
554,157,645
535,75,462
745,75,73
631,134,659
481,129,658
451,91,908
720,104,330
428,148,811
710,118,450
165,67,66
589,76,485
396,83,407
678,178,260
412,126,847
563,183,451
260,132,17
556,139,481
680,86,197
691,125,387
346,124,805
541,141,663
471,131,827
158,143,44
493,129,1227
511,147,867
309,194,225
356,189,373
543,102,825
196,101,149
577,137,775
486,104,471
284,137,307
501,128,833
801,77,202
418,139,813
460,202,220
700,120,594
504,44,127
296,150,308
727,164,249
728,181,133
632,129,599
534,118,714
457,151,722
643,176,471
805,145,204
610,96,577
409,82,555
468,119,471
696,106,237
438,236,35
367,104,685
478,124,914
428,214,258
265,215,112
144,131,197
507,62,365
685,174,259
532,246,54
782,169,134
257,137,269
813,188,108
169,184,78
649,135,474
461,130,1101
542,151,922
456,182,285
392,194,199
465,178,620
473,168,695
620,147,714
552,122,525
416,120,910
555,120,982
604,96,531
872,145,92
527,197,178
676,207,88
549,125,585
353,114,368
577,119,766
339,143,494
467,147,852
622,138,717
745,145,165
824,184,110
699,146,523
579,76,277
658,139,741
640,198,115
481,118,820
477,86,565
625,200,268
793,159,278
621,55,195
97,107,43
722,127,369
769,52,75
327,191,128
275,244,35
649,45,53
601,193,333
500,171,565
651,102,553
860,90,32
571,168,710
320,158,212
413,132,506
238,91,115
652,64,103
457,126,795
351,184,179
460,154,719
728,90,237
375,39,80
382,104,857
338,152,459
581,210,373
387,113,903
389,129,516
509,86,350
525,5,61
181,109,125
529,103,724
370,84,282
269,169,117
325,76,219
308,139,429
517,117,1349
624,141,696
503,158,727
663,161,326
43,160,29
194,134,226
481,114,1023
239,34,65
411,64,341
779,115,327
452,111,596
774,85,131
477,144,452
449,102,764
412,44,74
381,146,679
550,82,378
468,160,735
527,114,731
579,143,687
526,138,1067
496,124,637
439,153,825
508,182,192
676,109,532
491,141,781
468,86,684
382,158,445
580,123,861
563,182,252
278,155,259
928,116,96
366,137,750
421,147,596
402,149,609
547,181,550
591,184,422
726,171,179
611,161,583
359,156,411
686,70,318
737,146,282
711,156,345
724,76,239
303,160,204
721,129,516
692,64,171
621,133,838
223,138,293
330,200,248
757,123,186
406,54,237
653,169,676
696,124,519
492,152,666
608,205,375
492,121,1012
397,126,709
675,148,727
488,123,892
572,93,577
473,121,953
505,77,306
267,144,347
700,65,299
951,52,47
169,156,170
484,206,89
443,101,772
569,129,708
501,65,504
514,40,128
562,126,884
580,214,176
625,150,438
519,186,199
267,107,387
741,75,200
707,135,453
355,132,581
729,168,232
436,141,909
598,170,463
686,93,206
511,154,818
352,87,401
454,147,855
198,123,251
223,143,352
832,124,123
799,129,108
384,233,26
428,182,437
368,177,338
520,163,588
410,47,120
482,170,569
324,126,659
592,104,508
440,62,265
600,148,789
314,103,341
503,166,727
242,158,128
381,22,60
542,167,682
554,169,715
603,195,261
387,51,293
503,128,1142
609,96,589
612,150,926
768,95,188
577,229,172
560,89,517
695,140,754
706,88,213
651,122,751
374,67,142
592,62,380
666,58,277
402,184,231
632,83,409
317,143,438
363,202,118
361,108,318
692,167,398
436,163,626
652,75,332
602,64,312
754,107,256
463,67,464
570,191,293
562,68,364
598,97,648
526,186,381
394,137,1065
378,95,385
663,146,546
601,152,588
561,165,800
288,244,68
614,181,409
576,141,497
380,140,915
742,137,291
299,163,294
474,153,659
747,116,379
432,72,363
981,64,34
654,198,236
425,167,851
315,93,368
496,173,476
609,101,731
467,159,699
476,156,834
696,100,386
138,118,205
483,167,515
920,110,67
972,122,42
505,172,357
225,156,267
605,138,757
706,93,394
788,122,257
580,166,926
652,165,617
511,122,755
390,157,608
636,135,532
547,93,581
801,133,296
752,101,372
414,105,550
441,131,567
682,94,270
311,155,258
519,158,436
428,123,794
596,150,646
460,182,105
649,97,563
749,117,357
190,138,135
487,160,649
683,159,521
358,109,307
639,103,614
465,110,480
590,128,494
581,171,359
515,211,165
335,112,512
540,122,484
711,107,441
438,88,352
507,176,465
822,128,158
862,151,37
408,82,521
835,153,82
863,146,206
472,182,402
262,137,302
595,80,371
516,67,391
635,171,619
226,124,332
655,161,370
643,98,597
700,139,629
802,78,81
476,106,788
820,110,94
638,85,474
661,177,356
568,98,764
625,127,601
311,50,36
516,213,231
339,85,142
763,105,209
220,104,278
590,150,593
825,81,229
363,123,428
773,134,261
687,100,569
789,45,85
522,120,994
