a,b,aggr
643,59,142
332,136,408
79,95,55
617,91,388
368,121,526
817,230,39
206,177,285
817,145,143
485,43,162
608,119,590
294,166,152
496,185,413
532,116,834
687,129,443
646,30,34
490,98,369
277,139,361
727,178,189
366,52,129
483,176,189
589,168,389
339,120,321
853,118,181
1125,144,28
731,116,370
857,183,92
229,174,143
699,117,558
762,115,322
399,192,228
359,130,396
729,94,546
381,101,553
219,138,177
768,109,289
363,161,473
394,189,226
356,137,574
433,161,551
599,65,177
466,97,725
697,158,420
371,101,341
525,181,299
527,128,754
314,103,452
201,73,63
309,75,131
383,167,583
854,79,19
679,14,127
437,97,661
616,143,526
895,42,51
270,136,271
520,154,611
789,136,427
640,131,716
440,179,442
582,195,251
702,142,456
319,199,140
401,105,486
345,27,36
707,10,36
414,133,354
597,51,183
726,236,44
940,107,39
817,214,32
824,174,69
792,152,216
256,139,205
358,71,255
793,91,342
860,200,115
103,112,47
576,-1,36
539,63,218
289,136,357
628,137,503
632,272,21
424,30,81
535,127,841
543,79,207
479,137,922
903,144,57
269,205,59
521,158,631
518,59,167
830,139,103
635,163,304
251,80,231
622,165,552
307,164,288
698,110,428
660,164,534
457,113,564
697,159,403
291,101,254
603,118,678
658,104,524
544,113,598
636,133,402
632,145,521
749,97,377
562,107,735
717,82,305
224,187,51
194,170,152
511,153,965
390,31,203
545,185,296
276,180,221
379,83,302
441,63,257
312,85,118
425,200,123
429,139,548
819,137,300
237,201,60
462,149,579
485,184,345
560,204,318
460,136,565
485,120,566
438,79,234
481,145,434
465,127,675
744,184,188
33,179,29
242,140,239
805,143,312
272,114,527
236,156,223
536,158,615
568,120,795
429,107,713
264,145,247
423,180,631
794,72,245
391,43,204
673,182,203
527,22,28
468,115,654
733,156,193
374,128,855
574,39,161
664,79,453
640,223,140
624,113,552
694,59,173
710,80,248
752,115,387
401,193,59
531,176,423
227,92,184
615,119,693
495,124,553
305,139,468
249,89,183
775,52,99
437,122,885
273,203,115
784,199,128
670,184,189
487,106,458
422,136,772
452,152,689
553,107,534
487,89,498
682,121,634
331,115,468
599,100,576
664,83,290
641,147,324
253,144,284
630,220,131
682,140,462
322,170,305
367,103,424
464,148,537
406,88,401
506,170,377
654,62,89
369,155,592
42,103,27
615,91,275
709,256,19
546,32,169
719,101,144
505,174,613
390,106,427
593,189,434
384,225,59
394,204,131
697,106,277
673,133,410
639,173,405
420,181,483
787,87,202
572,182,309
726,153,152
433,187,420
417,97,486
99,155,29
559,61,206
495,70,235
660,49,175
384,79,371
212,249,35
711,146,345
429,72,196
877,94,88
302,128,335
602,161,615
432,56,139
708,105,299
637,59,357
784,49,158
224,147,272
673,113,342
624,44,61
462,162,313
561,85,392
832,167,31
246,112,230
513,127,1000
438,200,169
383,88,398
258,126,279
677,224,73
315,172,288
642,183,290
591,167,472
534,87,549
620,153,762
223,103,328
520,105,825
706,82,322
299,172,318
311,92,314
806,110,143
694,116,343
582,179,296
489,95,602
441,116,725
535,46,148
760,147,263
402,199,31
779,106,239
659,120,616
331,186,231
322,125,529
657,128,577
487,113,468
497,9,36
929,170,35
139,152,127
502,167,708
547,206,302
833,124,76
456,82,343
694,89,176
721,154,439
457,93,582
416,173,406
747,63,70
543,164,646
470,73,529
381,79,244
176,146,158
452,169,702
730,197,189
350,160,390
352,162,371
481,111,788
513,100,559
595,143,970
721,113,301
600,100,634
453,102,606
526,96,526
745,70,168
553,126,761
542,75,280
311,100,420
477,121,960
604,119,589
470,92,397
507,106,722
652,80,307
607,133,560
409,146,876
502,156,502
375,166,430
564,118,999
706,145,568
221,70,106
646,140,358
728,91,188
686,202,146
561,151,613
579,174,561
466,149,641
389,99,473
361,169,376
690,30,76
419,176,256
205,133,332
394,43,54
478,61,300
930,119,164
635,146,622
529,122,886
553,122,935
761,174,110
355,184,211
216,73,181
445,160,724
719,108,162
650,176,256
589,104,674
308,181,207
484,245,121
291,164,155
700,130,494
703,100,462
206,139,427
737,73,186
382,37,23
598,132,663
267,114,303
818,132,218
736,122,263
595,80,613
670,75,323
518,84,477
391,217,107
644,111,547
447,75,461
978,134,38
361,143,454
244,163,180
340,212,95
153,128,132
345,155,858
777,95,298
639,158,391
425,23,42
613,91,430
805,162,140
65,190,9
316,199,163
600,151,684
420,76,265
658,99,449
382,175,446
281,150,288
496,149,967
509,69,316
384,23,45
486,139,1315
546,203,92
430,101,797
608,59,290
398,117,814
594,94,609
604,157,770
441,214,142
827,149,186
621,154,770
238,121,230
645,137,605
286,102,608
474,80,311
228,152,206
417,189,176
306,118,410
624,177,401
555,122,875
603,82,385
705,172,348
289,178,53
456,229,42
678,131,676
179,99,124
553,207,66
265,112,264
253,190,61
483,167,428
535,24,54
485,75,539
632,130,575
619,119,760
483,183,392
728,73,49
594,113,639
517,31,25
681,208,145
739,150,322
562,60,153
837,180,258
434,89,449
552,84,356
406,86,394
927,148,168
513,173,451
295,128,407
401,102,530
724,171,312
705,165,309
243,58,174
316,33,53
694,153,531
518,130,1155
227,104,127
652,181,214
258,165,130
507,133,788
645,170,632
785,54,26
632,137,470
676,168,538
499,95,502
197,178,106
585,208,178
315,175,259
148,124,39
448,92,467
576,167,513
478,66,497
885,108,89
619,186,351
694,108,433
755,128,325
482,151,968
658,125,872
738,124,315
424,164,562
363,126,597
502,96,335
502,128,729
375,194,312
314,117,292
747,34,32
125,60,80
282,193,155
369,56,41
465,157,575
463,154,532
523,125,1018
484,53,410
705,88,250
358,21,60
601,197,150
328,128,651
605,104,432
404,146,478
451,172,555
330,136,520
789,80,153
831,158,291
665,152,683
487,110,665
587,214,81
437,105,555
393,150,272
119,140,114
236,124,181
538,166,583
823,156,185
416,207,127
436,145,535
580,106,672
730,70,178
617,173,276
504,141,1043
741,84,239
404,230,37
612,111,525
348,131,628
502,26,207
231,89,174
642,128,785
644,120,577
469,171,426
704,124,401
668,22,76
483,63,253
307,107,498
550,158,822
436,85,305
486,0,66
741,192,309
360,41,177
271,111,379
555,141,920
526,130,664
688,147,519
726,94,233
642,86,614
585,70,210
412,124,412
729,195,339
416,95,821
325,120,672
653,186,422
239,152,346
392,226,82
431,144,825
600,83,244
261,156,179
289,125,408
706,154,274
802,116,367
484,129,841
578,199,253
481,87,654
404,182,439
516,136,832
560,63,165
539,107,942
721,169,222
799,208,43
619,187,486
239,94,151
274,82,240
263,177,188
758,138,528
609,79,305
259,117,137
496,150,811
260,104,331
551,193,430
358,141,439
276,103,402
330,108,369
584,209,104
377,184,330
591,202,289
287,158,269
589,163,504
610,137,841
464,135,602
437,160,601
417,165,709
727,144,351
548,166,520
292,132,543
452,77,393
491,134,706
767,90,300
344,185,133
318,103,460
397,145,718
599,122,420
773,146,182
371,89,544
425,112,714
381,140,728
393,134,746
261,91,79
641,73,271
472,170,541
537,18,44
455,98,1043
668,104,467
967,131,46
402,148,902
799,186,268
278,171,133
673,121,531
802,62,26
556,213,113
786,150,118
694,199,255
314,135,190
453,84,293
270,122,556
492,191,353
489,156,494
500,152,528
24,75,45
813,172,194
280,158,220
908,242,34
269,132,136
426,105,650
538,188,447
513,131,454
488,101,566
576,98,959
465,98,438
735,156,163
438,72,377
603,75,252
545,151,787
730,167,407
470,76,496
469,176,736
589,79,424
710,164,397
772,108,429
510,191,420
367,161,377
440,48,312
407,52,170
585,130,747
468,66,567
466,127,913
602,156,559
395,198,163
630,202,81
145,122,122
418,164,617
589,212,191
552,109,713
562,201,152
469,170,315
485,85,512
482,95,613
650,189,150
332,173,149
574,201,271
563,96,379
361,76,248
441,-3,53
480,181,319
512,134,732
498,96,562
495,40,146
648,62,252
719,169,283
330,79,158
826,89,133
182,114,277
390,172,548
636,131,592
578,203,268
249,63,30
462,48,183
444,203,182
675,126,710
319,139,478
448,116,667
770,141,303
330,112,399
388,112,709
417,185,215
433,181,254
743,115,97
396,119,635
572,166,330
279,165,439
399,190,238
440,122,814
611,201,211
124,170,75
578,144,754
412,-2,24
699,155,226
496,211,198
739,246,22
415,194,322
736,175,149
401,118,646
818,111,100
166,144,123
402,161,764
150,124,43
602,162,607
501,193,166
525,179,490
771,171,230
415,178,410
314,73,190
216,204,43
505,104,516
732,48,119
397,128,686
378,101,161
490,164,616
546,114,763
348,152,368
786,106,359
473,74,534
769,154,271
779,119,195
524,128,984
448,219,120
549,147,717
470,158,534
506,54,166
123,158,60
719,162,367
577,54,327
472,151,532
368,198,184
327,134,444
529,46,298
344,165,179
779,12,59
721,88,260
480,91,642
608,96,847
813,139,182
695,108,716
577,226,55
561,152,598
667,75,176
449,84,470
830,209,30
643,175,276
163,163,171
69,88,55
258,76,158
154,141,72
251,100,422
247,154,169
519,62,278
579,164,552
739,132,256
534,170,711
356,195,180
684,152,357
460,109,847
801,158,170
675,77,226
316,126,639
556,165,524
535,209,168
700,180,362
612,118,755
468,141,857
257,86,170
610,157,444
594,87,409
344,180,202
554,102,790
231,182,191
321,34,22
548,174,438
407,65,194
739,153,357
733,112,463
446,146,417
802,131,148
397,153,645
422,145,490
553,69,244
279,160,423
507,206,52
364,130,495
0,162,29
286,202,238
579,226,52
446,73,217
592,173,443
524,51,276
275,83,259
873,131,56
145,172,30
629,130,601
793,61,119
431,134,553
645,197,293
510,152,635
819,159,40
765,121,478
398,122,553
401,94,401
397,182,294
436,44,215
555,38,224
523,112,447
642,111,701
503,198,266
582,144,706
228,163,304
400,205,164
753,105,191
385,115,604
604,61,73
626,101,613
215,73,26
584,34,139
610,61,217
724,61,261
531,44,130
768,140,202
588,71,173
585,194,392
313,87,314
539,157,464
778,140,227
696,167,257
710,78,281
623,110,448
440,139,972
719,39,208
598,120,800
689,48,188
330,39,56
311,76,179
249,143,173
427,163,652
743,190,99
342,133,475
613,164,344
417,140,443
77,197,35
487,71,306
537,123,731
314,169,222
253,59,118
717,164,256
616,199,138
672,58,121
388,199,48
453,78,430
499,112,477
427,101,596
797,125,204
688,48,74
280,125,322
677,140,410
136,214,40
632,83,441
576,122,829
159,123,91
797,166,243
644,166,319
552,186,327
284,169,105
813,186,216
166,98,139
459,114,1046
577,157,521
676,169,378
733,121,310
759,87,176
663,144,205
370,126,512
663,151,433
746,110,534
827,105,137
715,130,564
132,208,132
679,82,249
469,128,1170
198,194,49
549,227,32
201,145,69
306,122,300
419,167,505
652,253,25
444,135,477
341,97,302
567,176,391
614,239,53
342,128,711
661,132,528
309,131,407
588,74,377
811,179,117
869,183,49
839,219,66
566,117,358
306,151,326
750,2,29
651,168,489
742,80,298
226,124,67
425,178,311
516,71,406
667,96,332
435,193,261
800,91,282
614,146,694
482,75,595
233,150,225
516,126,619
569,134,918
574,99,548
565,120,977
545,89,524
222,136,64
374,181,193
676,176,228
831,198,227
446,101,592
175,83,91
684,207,136
771,123,385
453,154,847
599,165,526
637,80,218
703,91,539
530,19,115
618,106,585
985,85,26
449,93,415
473,68,381
832,126,192
621,77,323
742,115,446
653,211,122
621,97,328
629,135,461
453,135,700
845,63,31
497,197,160
273,86,188
564,134,776
667,118,402
476,205,30
329,190,286
954,151,56
403,180,510
581,89,447
110,164,99
714,57,130
465,135,580
565,116,635
504,62,273
251,79,64
275,178,246
503,145,1222
534,169,458
339,61,173
463,181,464
410,151,859
17,97,86
486,165,629
394,131,850
407,156,765
684,190,137
455,186,142
591,41,73
309,200,191
221,167,167
795,181,180
369,49,218
463,202,260
619,191,209
630,99,481
687,112,530
850,173,189
265,94,106
577,84,292
561,43,134
660,93,372
358,168,255
381,139,509
509,210,61
94,167,44
936,85,137
447,202,207
352,112,383
696,139,459
469,27,48
604,150,595
676,230,47
539,145,665
713,69,107
540,156,449
350,93,298
367,158,344
338,89,172
465,63,207
545,111,899
373,179,358
271,169,267
368,102,546
298,93,175
685,106,374
845,164,149
642,89,211
96,95,75
225,112,98
342,89,373
554,79,329
339,132,412
678,82,239
719,147,435
491,130,1020
413,103,388
552,99,713
479,141,722
636,139,657
588,91,726
694,142,774
712,166,446
458,154,1057
755,99,248
399,131,825
693,122,494
232,151,436
277,115,412
389,156,403
421,142,517
725,172,98
559,96,678
679,203,184
469,199,289
241,78,64
174,176,79
541,147,772
675,143,909
409,182,423
583,84,494
457,205,381
385,100,456
879,95,65
315,173,189
712,128,631
960,166,19
331,148,340
531,146,1130
475,183,365
810,171,179
501,73,285
742,167,330
324,58,144
484,184,465
643,154,379
531,170,482
583,187,550
541,70,290
310,177,372
455,37,222
214,51,23
359,162,573
-252,158,42
686,215,56
554,54,268
771,107,374
710,144,638
262,146,415
711,62,190
942,88,38
614,138,668
526,112,474
274,203,71
381,184,386
325,65,274
532,52,214
626,145,619
402,201,187
392,75,314
653,36,275
398,204,264
451,124,760
195,150,235
583,184,480
576,214,232
739,127,369
711,95,247
565,194,216
331,156,521
682,95,425
457,43,138
700,185,235
510,162,794
344,60,142
451,84,862
365,101,350
260,189,105
456,141,596
609,183,479
719,57,209
574,226,18
267,167,180
427,123,633
507,101,838
877,64,45
532,223,104
369,7,27
92,132,63
238,123,287
502,149,932
327,157,473
529,207,55
435,98,393
732,198,143
576,132,803
492,178,212
279,63,95
547,92,574
718,147,393
287,142,463
693,173,290
573,143,416
632,96,204
446,159,840
554,104,641
459,132,682
730,116,478
337,45,32
285,141,519
652,89,395
663,132,620
360,97,620
519,88,594
264,119,365
420,80,446
453,99,574
352,98,404
440,190,143
529,160,458
580,156,584
486,131,1182
474,79,239
451,154,850
684,74,294
263,135,443
489,86,566
339,94,314
484,179,294
332,149,511
299,154,385
518,72,283
748,148,171
532,154,503
706,119,466
261,172,107
378,83,377
808,52,43
688,124,262
695,120,438
477,63,112
547,158,818
618,68,207
580,35,102
684,61,75
196,158,71
749,141,298
450,165,420
828,144,349
499,96,623
472,83,510
380,122,635
501,130,1012
502,67,251
439,169,501
494,76,266
324,147,511
209,128,116
654,171,356
332,151,567
808,178,137
466,65,314
531,131,947
239,130,269
550,69,450
760,216,21
349,131,394
243,119,153
374,214,125
346,54,297
388,65,208
484,91,640
576,189,403
415,153,769
734,116,299
257,85,132
542,168,646
396,211,113
455,96,596
685,95,219
336,117,525
436,162,997
377,32,49
753,168,190
475,160,575
546,78,303
610,175,330
298,98,300
461,83,415
458,163,587
527,110,988
324,115,551
606,166,465
816,211,83
616,231,38
546,118,708
393,220,118
209,178,207
580,62,227
560,232,88
589,72,263
853,194,144
332,135,401
983,142,50
854,151,111
691,119,461
187,65,75
178,138,170
290,112,237
695,63,260
521,46,178
334,208,67
351,167,435
698,135,293
486,179,693
589,58,217
404,161,410
261,71,82
723,157,371
626,186,361
613,69,284
433,133,596
220,114,188
452,145,905
218,69,109
677,124,535
460,125,1001
422,191,481
549,101,947
389,137,525
498,188,364
675,119,755
623,87,600
444,152,697
459,125,995
518,41,163
426,106,524
539,172,363
346,166,518
303,142,355
611,132,564
603,192,218
322,85,366
561,129,678
131,129,107
504,117,883
179,129,343
652,109,673
510,179,446
564,148,1064
457,186,407
343,147,402
396,212,112
521,99,620
800,121,262
414,104,511
715,142,503
216,119,184
501,157,690
635,135,603
1057,126,37
690,81,505
426,40,198
610,69,208
347,154,473
586,115,999
762,240,54
626,84,372
607,102,495
683,136,359
427,222,76
774,124,506
722,174,66
783,157,130
200,127,107
657,196,139
550,108,696
507,136,830
582,158,660
593,216,85
215,210,83
811,119,276
166,168,121
829,188,154
452,150,421
802,148,176
684,167,167
947,112,77
702,97,317
1054,166,57
577,161,406
350,88,580
598,173,261
643,150,440
837,100,91
311,71,186
261,194,119
283,217,31
733,135,339
503,95,901
478,107,1027
442,170,342
536,90,518
549,124,711
779,79,186
464,75,248
493,105,838
622,106,650
666,168,529
305,52,152
378,127,597
266,193,92
689,125,447
695,78,154
624,191,223
431,106,438
611,141,431
447,190,282
534,154,652
248,115,411
532,111,832
476,170,355
622,167,263
598,95,490
721,87,101
795,100,244
426,185,203
-27,48,37
940,112,40
501,181,229
470,63,310
263,186,136
621,167,341
404,91,505
295,198,77
810,118,206
452,208,157
301,105,491
204,143,58
521,37,78
281,133,310
431,85,255
509,97,735
260,120,254
429,206,99
461,128,778
216,184,155
607,70,296
377,71,385
680,120,743
549,143,753
675,159,618
439,130,584
751,53,38
883,117,85
493,70,566
576,173,487
740,164,345
183,164,184
691,193,140
595,152,748
775,154,123
465,100,559
340,140,250
468,164,408
485,176,348
463,158,499
386,210,69
432,180,292
548,113,608
616,167,387
515,78,349
243,174,205
548,41,219
800,82,225
337,76,160
730,188,95
370,220,41
625,129,470
712,111,435
312,94,234
501,217,27
334,148,316
20,92,85
411,67,284
634,75,398
619,98,626
180,76,90
562,134,292
348,81,589
684,52,111
770,143,276
739,73,61
662,105,782
698,68,135
452,160,620
426,171,363
697,97,428
666,135,533
760,102,160
334,133,580
-41,160,35
603,89,384
202,187,88
297,153,420
703,114,230
320,187,197
682,110,686
439,56,144
154,190,45
681,255,12
660,202,193
539,225,49
758,151,135
590,66,383
297,189,101
250,32,37
629,165,243
257,137,72
420,145,736
360,145,546
482,204,251
594,100,293
523,177,340
472,125,831
327,153,468
778,213,61
318,100,432
383,117,607
846,205,114
727,87,287
473,160,489
457,95,299
640,165,309
667,100,450
514,196,241
337,96,606
611,111,641
360,48,106
357,87,340
991,101,109
418,115,573
285,132,346
604,196,258
533,229,101
680,140,372
435,156,555
269,82,281
404,198,296
726,129,552
533,128,1076
978,120,107
717,75,295
861,113,162
615,155,380
615,87,393
324,94,605
493,58,141
593,99,732
438,172,459
374,149,346
648,103,530
786,75,116
415,181,181
421,41,306
590,192,197
310,106,231
595,43,203
340,151,729
504,157,482
791,104,171
273,106,328
678,111,431
386,148,343
454,129,630
638,166,393
387,133,727
685,58,52
431,188,186
199,109,157
578,115,510
360,160,579
459,151,668
533,123,901
471,189,133
261,122,64
705,166,370
610,151,488
372,127,749
615,127,911
239,186,75
217,134,202
489,196,144
10,200,65
407,85,271
401,116,836
476,59,439
530,105,855
848,171,123
307,90,215
334,176,350
379,88,380
643,189,109
384,73,369
656,141,770
552,72,369
317,109,406
510,183,396
886,139,149
284,26,49
744,103,486
488,100,670
345,26,55
609,206,72
527,212,69
444,140,975
259,105,192
389,140,584
666,39,114
423,156,618
323,73,192
144,122,47
415,71,208
264,138,201
450,198,161
812,71,167
595,122,713
547,82,235
387,53,296
790,168,269
623,151,601
384,179,390
384,115,267
782,61,172
437,139,749
618,132,704
276,54,93
243,85,182
356,194,187
356,112,356
741,41,113
701,154,284
831,134,61
875,110,49
355,83,202
411,148,845
448,99,355
451,66,131
447,144,615
386,66,310
379,127,291
244,159,152
513,168,635
253,137,181
312,178,200
825,148,153
522,214,123
427,119,753
632,81,449
748,150,166
427,5,18
559,111,837
709,144,632
290,176,164
702,156,372
324,104,322
495,82,760
463,23,26
120,211,35
404,209,151
620,144,528
579,157,622
428,195,252
679,71,186
489,120,798
370,175,408
837,177,32
609,89,461
436,67,143
147,76,160
414,185,218
402,200,89
479,107,722
946,226,48
591,191,238
466,83,311
811,191,33
683,128,603
630,35,67
340,97,489
406,122,535
739,139,395
476,122,819
785,103,140
737,74,165
681,76,282
684,109,777
336,247,9
109,155,106
459,112,1010
442,160,769
639,152,523
330,85,226
687,76,127
569,153,341
847,97,28
511,177,470
555,127,508
142,41,22
573,205,170
516,148,1141
462,87,447
411,238,43
293,55,150
367,108,381
972,103,30
309,169,147
354,111,324
208,192,148
779,134,221
232,26,40
365,100,667
623,129,596
450,105,719
877,100,41
733,145,435
234,159,235
337,92,513
473,107,815
257,165,306
586,134,792
631,78,431
432,90,828
719,70,124
591,105,517
434,51,146
503,83,247
368,65,189
707,154,439
561,255,135
773,77,100
321,148,473
125,148,21
740,153,253
655,15,4
394,171,470
540,111,862
603,143,809
320,147,253
492,103,879
489,146,519
750,161,153
218,124,209
593,184,253
500,140,1177
522,127,677
606,182,458
222,124,149
881,90,109
696,85,272
624,172,422
355,87,395
308,62,39
720,196,12
561,158,631
698,200,168
483,193,326
556,157,958
465,131,979
505,114,798
731,75,113
469,8,35
566,47,112
470,157,715
617,138,855
460,107,553
629,168,526
803,112,75
372,190,402
179,145,124
751,139,229
623,139,850
233,77,201
427,144,720
621,51,75
299,122,384
440,60,193
483,151,774
885,122,93
458,149,635
436,192,385
381,132,702
667,131,681
200,117,129
528,58,389
238,111,184
401,154,837
605,95,497
577,57,260
571,174,381
317,116,377
358,89,300
793,167,198
778,87,162
458,98,561
855,107,72
351,56,109
429,127,733
535,97,388
722,143,458
338,150,505
156,126,103
711,83,258
50,204,32
858,86,105
720,148,360
681,40,33
779,168,163
406,100,595
870,52,26
377,166,580
353,64,302
270,167,272
646,221,24
513,126,618
585,221,78
578,153,719
639,207,31
435,130,478
576,69,193
428,55,297
328,110,467
705,185,287
515,163,573
761,65,43
327,104,343
186,208,44
281,139,280
914,116,67
397,177,301
677,83,422
764,81,249
98,121,140
280,146,243
520,161,830
767,65,66
648,102,581
530,101,543
604,246,30
426,149,685
647,83,544
862,99,44
535,61,460
238,104,227
705,111,665
615,149,202
246,122,223
530,98,723
439,96,733
280,136,372
447,153,630
519,83,499
370,147,812
854,119,264
432,138,618
556,122,629
633,31,69
153,73,25
719,117,333
741,117,372
414,150,655
668,107,455
787,131,268
503,80,399
411,155,602
534,141,486
353,62,115
574,117,610
436,91,607
749,151,363
338,190,290
348,96,410
823,153,172
506,184,535
654,136,757
368,191,250
379,157,301
857,132,203
607,172,588
254,97,197
236,175,139
941,108,29
703,71,387
404,179,455
676,62,178
384,33,50
664,92,553
738,141,353
463,190,299
568,162,515
428,74,300
463,131,803
497,146,754
775,241,47
466,209,139
534,149,450
270,144,149
415,107,526
508,207,166
568,-24,67
922,186,33
712,120,368
747,105,431
767,152,175
-60,160,26
427,71,512
991,152,38
544,171,420
604,149,455
490,139,660
330,194,244
568,225,149
353,118,596
619,217,172
443,142,422
301,82,305
879,71,97
530,111,679
399,185,175
534,176,484
751,113,222
421,163,550
573,98,335
551,54,251
559,115,758
483,79,706
428,56,188
179,93,114
345,229,28
571,137,667
548,124,871
861,122,283
386,99,716
396,59,202
444,205,284
444,119,991
610,104,532
505,141,764
407,121,633
646,136,575
763,84,105
479,102,786
561,143,700
614,101,608
518,177,486
688,102,409
422,69,388
458,185,353
775,115,258
368,182,336
602,146,649
507,87,661
254,152,260
137,133,130
565,173,296
297,130,449
308,123,155
372,175,230
425,45,97
440,120,1107
452,104,534
227,75,289
548,160,732
180,120,81
202,81,101
358,60,446
844,113,165
539,57,150
508,159,531
633,51,91
318,132,425
186,130,179
407,168,146
562,164,753
741,93,193
427,67,277
320,74,184
778,124,141
531,200,104
215,158,261
39,104,46
637,120,564
485,161,849
636,73,234
539,83,513
723,136,449
320,115,604
523,201,201
694,188,212
632,192,268
474,213,163
537,148,587
713,83,409
570,90,485
388,85,563
333,86,508
806,101,209
571,157,814
769,157,119
686,98,737
452,109,502
450,154,767
630,153,532
801,182,161
188,125,351
263,98,141
794,111,145
235,121,299
223,144,153
288,149,350
497,113,746
295,95,368
279,136,246
748,138,375
304,78,256
591,134,743
685,190,260
601,132,845
368,93,406
423,91,357
723,116,329
599,220,140
302,105,252
468,132,1191
657,203,84
306,222,96
731,129,531
481,80,584
362,121,827
359,53,117
296,125,596
434,155,470
519,84,524
397,212,45
636,215,254
842,64,35
424,212,161
561,139,767
470,154,842
407,62,391
164,158,87
-63,55,39
626,66,168
362,144,542
549,168,421
296,165,312
438,161,401
676,116,324
303,110,413
605,221,96
202,99,215
719,107,304
464,101,662
576,106,403
225,217,55
70,84,39
752,19,25
552,194,259
424,126,707
365,151,520
-14,19,29
971,49,44
205,151,113
368,51,78
478,110,765
609,98,400
659,119,788
668,98,345
830,176,78
738,21,59
487,137,462
446,110,827
370,222,62
362,118,758
300,238,25
747,153,201
580,109,688
49,196,108
601,225,179
565,70,477
668,168,324
530,248,143
180,187,34
110,174,41
241,112,226
400,135,739
419,84,423
282,138,459
532,196,220
703,107,429
23,173,41
437,127,752
915,142,63
630,46,117
379,194,145
521,79,424
211,178,69
428,90,538
616,202,35
544,172,408
272,175,156
502,161,304
685,176,297
218,139,135
572,127,680
563,63,101
727,96,327
729,125,426
519,110,998
263,77,232
702,75,212
328,186,147
726,119,339
636,93,455
692,127,489
809,138,153
611,102,510
543,45,94
434,189,397
641,157,519
336,129,511
313,200,71
103,168,47
400,166,356
266,114,317
495,200,309
796,182,95
372,226,129
638,129,534
692,91,289
372,152,506
54,93,43
552,68,326
503,107,459
673,125,798
836,176,104
559,110,678
666,151,685
145,199,40
376,180,263
686,117,541
366,78,146
588,126,655
262,126,218
663,53,74
465,86,278
796,97,202
222,139,210
252,135,294
477,222,174
979,175,124
485,88,498
534,28,74
738,133,406
523,136,1060
83,158,40
853,133,86
666,179,373
399,155,536
641,104,447
496,127,949
770,47,81
455,72,370
260,123,326
349,94,355
572,134,622
707,103,297
593,46,193
485,109,1047
755,160,217
821,145,179
638,45,88
614,125,797
460,95,491
287,175,178
464,124,873
487,58,370
564,149,782
284,88,389
-4,208,39
572,115,839
636,77,174
589,109,945
413,101,403
428,228,67
772,125,258
397,59,318
332,85,460
423,220,30
514,197,221
301,64,284
625,69,298
525,223,111
411,135,643
712,136,265
899,122,109
310,138,394
592,147,855
538,204,330
761,82,235
390,81,325
791,25,33
510,12,69
737,90,207
674,143,433
290,120,367
601,96,582
559,89,351
599,69,268
243,53,76
350,142,597
608,80,442
489,201,114
178,184,18
475,80,821
622,62,203
711,169,193
338,40,153
638,176,539
551,130,1012
710,129,471
575,161,197
1023,70,32
158,184,69
226,92,251
445,97,779
470,93,623
522,76,561
431,185,199
603,186,316
329,108,446
807,157,152
712,206,76
580,191,248
485,99,526
548,173,449
524,114,748
561,106,658
295,178,132
945,109,88
652,94,495
300,218,26
607,98,389
188,122,148
812,159,293
531,137,778
777,91,223
514,100,718
443,102,680
669,102,513
788,113,299
441,212,69
497,156,439
608,65,228
812,139,176
457,131,1005
523,178,276
276,86,136
567,67,296
283,128,510
408,178,241
639,163,345
502,71,280
853,210,36
652,200,137
365,185,248
395,215,59
522,74,536
644,77,310
479,99,453
299,175,255
509,124,1225
439,108,1056
763,80,91
637,64,201
791,163,37
389,101,530
222,96,165
280,162,246
117,100,20
575,118,909
497,200,201
470,122,1086
456,81,468
304,150,417
133,193,94
512,116,770
703,85,322
547,188,325
499,163,638
433,139,661
413,66,427
396,203,171
419,156,611
775,94,323
547,127,650
557,154,606
590,86,441
251,16,36
431,97,391
505,100,465
236,103,274
690,100,226
296,113,226
732,87,445
267,134,398
505,150,827
990,91,37
701,89,168
605,38,131
286,111,417
445,164,461
515,161,564
383,141,604
593,164,601
347,83,450
399,94,442
600,128,841
546,83,463
308,178,128
331,106,408
219,72,61
576,161,615
712,83,364
727,157,319
529,192,265
164,124,101
211,151,35
685,146,658
573,154,816
644,135,650
432,162,382
671,145,331
609,109,464
506,113,796
362,88,300
688,113,569
633,224,31
866,128,68
560,83,531
787,107,259
465,122,623
-39,83,31
408,116,769
472,208,166
492,142,855
371,44,160
523,103,751
349,204,87
300,191,215
608,123,776
261,132,176
723,84,291
461,78,472
750,115,192
379,151,461
551,55,173
530,137,574
649,118,367
56,212,53
487,93,600
583,128,520
313,161,209
242,180,40
541,187,288
446,86,336
750,154,327
116,190,62
728,85,297
494,84,298
600,150,715
632,107,346
579,147,852
406,129,562
530,106,330
305,112,445
931,67,31
386,194,245
757,55,46
644,156,414
735,169,162
376,112,494
492,166,457
651,190,242
306,171,399
548,125,784
613,124,890
578,143,468
90,117,47
455,133,854
884,137,138
343,133,265
606,91,581
630,128,684
470,222,85
651,160,411
243,114,350
689,76,222
379,125,847
543,105,449
113,107,175
588,165,292
127,106,128
430,126,661
616,114,522
445,130,984
678,113,614
350,155,287
589,97,599
359,95,492
458,190,375
225,75,138
565,75,286
708,195,136
408,96,685
834,158,147
300,130,360
491,140,953
379,167,192
606,175,379
489,132,1114
875,107,110
121,186,69
